Item ID,Item Name,Group,State,Created At,Updated At,Subitems,Program Dates,Student Number,Total number of participants,Delivery Mode,Logistics/Buddy,APM Travel,Program Designer,Review Date,Mastersheet,Mastersheet Link,Pre-Dept Status,Pre-Dept Guide Due Date,Company / Org Visits,# Visits Required,# Visits Done,# Visits Remaining,Hotels,Visits/Projects,Meeting Rooms,Guides,Transport,Flights,Trains,Meals,Immersions,APM Bookings,Student Testimonials,WOW Element,Post Program Checklist,Invoice 1 Due Date,Invoice 1,Invoice 2 Due Date,Invoice 2,Post Program,Updates
8118626176,2024-06 USyd Humanitarian Engineering Pune,Delivered Programs,active,2024-12-27T06:36:33Z,2025-11-06T10:12:39Z,,2024-06-19 - 2024-07-05,,,,,,Anitha Ramanna,,Yet to be done,,,,,,,,Rooms Blocked,NA,Blocked,WIP,Itinerary Shared,NA,NA,WIP,Blocked,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2024-04-16 Mugdha] Hotel: Blocked The Oakwood

Meeting room: to be booked by April 30(PYC gymkhana)

Pune Heritage walk: Blocked

Bollywood Dance class: Blocked (GRM)

Local Use bus/coach: Awaiting revert from Purple travel.







Meals:

Welcome Dinner:

* Barometer
* Paasha - JW Marriott Pune
* Sky Stories
Farewell Dinner:

* The White House
* FC Social
* TTF - The Tenth Floor
Cost Sheet V1- approved | [2024-04-24 Mugdha] PYC Gymkhana- to be blocked by April 30

Note on Meeting Rooms - Attention | [2024-04-24 Mugdha] Awaiting bus quote from Purple travels.

Note on Transport - Working on it | [2024-04-24 Mugdha] Welcome Dinner:

* Barometer
* Paasha - JW Marriott Pune
* Sky Stories
Farewell Dinner:

* The White House
* FC Social
* TTF - The Tenth Floor

Note on Meals - Working on it | [2024-04-24 Sanhita Gadre] @Sanhita Gadre - Plan for exposure visits

Note on Company/Org Visits - Working on it | [2024-05-02 Mugdha] Welcome Dinner: Barometer, to be booked by June 15
Farewell Dinner: The White House, to be booked by July 1

Note on Meals - Working on it | [2024-05-08 Anitha Ramanna] @Ravi Raj Please send break up of costs to Jacquie | [2024-05-08 Anitha Ramanna] @Ravi Raj please send invoice | [2024-05-08 Anitha Ramanna] @Anitha Ramanna send projects and selection sheet to Jacquie | [2024-05-10 Anitha Ramanna] Update from meeting with Cara:

Jacquie and one person from USyd Global office will be coming for this program along with students | [2024-05-15 Mugdha] @Ravi Raj to send the cost break-down | [2024-05-22 Mugdha] Awaiting invoice from the hotel, email reminder sent

Note on Hotels - Blocked"
8118626190,2024-06 Swinburne Malaysia,Delivered Programs,active,2024-12-27T06:36:33Z,2025-11-06T10:12:40Z,,2024-06-22 - 2024-07-07,,,,,Siddhanth Waghmare,Anitha Ramanna,,Yet to be done,,,,,,,,Rooms Blocked,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
8118626171,2024-07 USD Amsterdam,Delivered Programs,active,2024-12-27T06:36:32Z,2025-11-06T10:12:39Z,,2024-07-20 - 2024-07-27,,,,,Siddhanth Waghmare,Anitha Ramanna,,Yet to be done,,,,,,,,Rooms Blocked,NA,NA,Blocked,Itinerary Shared,NA,NA,WIP,Advance Paid,,Not Allowed,NA,,,Yet to send,,NA,NA,[2024-05-22 Siddhanth Waghmare] Updated proposal sent to Lindsay on 14 May 2024
8118625961,2024-11 USD SOLES South Korea (Ned),Delivered Programs,active,2024-12-27T06:36:22Z,2025-11-06T10:12:35Z,,2024-11-22 - 2024-12-02,,,APM,,Sanhita Gadre,,,Yet to be done,,,,,,,,Advance Paid,NA,NA,Blocked,Quote Received,NA,NA,Dietary Shared & Menu Finalized,,"Bus / Train, Flights, Taxi, Visa, Hotel",Not Allowed,NA,,,Yet to send,,NA,NA,"[2024-09-11 Anitha Ramanna] @Vedanth Maheshwari please ask Lindsay and Ned if any company visits are required to be set up by us. Thanks

Note on Company/Org Visits - Don't know yet"
8118625969,2024-11 WSU Arts & Culture India,Delivered Programs,active,2024-12-27T06:36:24Z,2025-11-06T10:12:37Z,,2024-11-23 - 2024-12-06,,,APM,,"Aakash Korandla, Siddhanth Waghmare",,,Yet to be done,,,,,,,,Stuck,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2024-10-11 Vedanth Maheshwari] ○ Last night in Delhi - hotel location to be decided based on departure flight timing
○ Find a 4-star hotel in Agra

Note on Hotels - Attention | [2024-10-11 Vedanth Maheshwari] 1
Goonj
Harshie
harshie@goonj.org
+91 98181 46644

2
Sakha Cabs
Ipshita Kamra
ipshita.kamra@sakhaconsultingwings.com
+91 92345 09082

3
Jaipur Foots
DR Mehta
drmehta.jaipurfoot@yahoo.com
+91 93145 66665

4
Salam Balak Trust

salaamwalk@yahoo.com


Note on Company/Org Visits - Attention | [2024-10-11 Vedanth Maheshwari] Book meeting room in YWCA on 23rd full day and 24th in first half

Note on Meeting Rooms - Attention | [2024-10-11 Vedanth Maheshwari] ○ Delhi
● Agra - Gurvinder
○ Jaipur
○ Varanasi

Note on Guides - Attention | [2024-10-11 Vedanth Maheshwari] Take a decision on transporter

Note on Transport - Attention | [2024-10-11 Vedanth Maheshwari] List down all the meals needed

Note on Meals - Attention"
8118625916,2024-12 Dartmouth Vietnam,Delivered Programs,active,2024-12-27T06:36:21Z,2025-11-06T10:12:32Z,,2024-12-01 - 2024-12-23,,,Remote,,Vedanth Maheshwari,,,Done,,,,,,,,Done,NA,Done,Done,Done,NA,NA,Done,Done,,Not Allowed,NA,,,Money Received,,Money Received,Awaiting,[2024-11-22 Vedanth Maheshwari] Mastersheet link: https://docs.google.com/spreadsheets/d/1tgMwWpNsqgIeue5RiAlWTDf0_Y8l7hJFx60KwzD33s8/edit?usp=sharing
8118625943,2024-12 Tuck GIX Taiwan,Delivered Programs,active,2024-12-27T06:36:22Z,2025-11-06T10:12:34Z,,2024-12-04 - 2024-12-13,29,31,APM,,Siddhanth Waghmare,Anitha Ramanna,2025-02-21,Done,,,,Done,8,0,,Done,NA,Done,Done,Done,Done,Done,Done,Done,Done,Not Allowed,NA,"Debrief, NPS Survey Sent, Post Program Invoice, Send Thank You Emails, Submit Expense Report, Upload Media",,Money Received,,Money Received,Money Received,
8118625922,2024-12 Tuck GIX Australia,Delivered Programs,active,2024-12-27T06:36:21Z,2025-11-06T10:12:33Z,,2024-12-04 - 2024-12-13,25,29,APM,,Vedanth Maheshwari,Anitha Ramanna,,Done,,,,Done,,,,Done,NA,Done,Done,Done,Done,NA,Done,Done,"Flights, Hotel, Taxi",Not Allowed,NA,"Submit Expense Report, Upload Media, Debrief, Post Program Invoice, Send Thank You Emails",,Money Received,,Money Received,Money Received,[2024-11-22 Vedanth Maheshwari] Mastersheet Link: https://docs.google.com/spreadsheets/d/1SpcSGj2S9HFzjdjuysIon1yGPmMJ9g3SKdoLkzNnqsA/edit?usp=sharing
8118625934,2024-12 Swinburne Indonesia Global Leaders,Delivered Programs,active,2024-12-27T06:36:21Z,2025-11-06T10:12:33Z,,2024-12-07 - 2024-12-20,,,APM,,"Sanhita Gadre, Dr. Akanksha Patil",,,Yet to be done,,,,,,,,Contract Signed,Done,Contract Signed,Itinerary Shared,Itinerary Shared,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
8118625958,2024-12 Iowa Water Poverty India,Delivered Programs,active,2024-12-27T06:36:22Z,2025-11-06T10:12:34Z,,2024-12-22 - 2025-01-07,,,APM,,"Siddhanth Waghmare, Aakash Korandla",Siddhanth Waghmare,2025-02-21,Done,,,,Done,0,0,,Done,NA,Done,Done,Done,NA,NA,Done,Done,,Not Allowed,Done,"Debrief, NPS Survey Sent, Send Thank You Emails, Submit Expense Report, Upload Media",,Money Received,,Money Received,NA,
8118625960,2024-12 Purdue Water Poverty India,Delivered Programs,active,2024-12-27T06:36:22Z,2025-11-06T10:12:35Z,,2024-12-22 - 2025-01-07,,,APM,,"Siddhanth Waghmare, Aakash Korandla",Siddhanth Waghmare,2025-02-21,Done,,,,Done,0,0,,Done,NA,Done,Done,Done,NA,NA,Done,Done,,Not Allowed,Done,"NPS Survey Sent, Post Program Invoice, Send Thank You Emails, Submit Expense Report, Upload Media",,Money Received,,Money Received,NA,
8118625974,2025-01 NYU Service Learning India,Delivered Programs,active,2024-12-27T06:36:23Z,2026-03-19T09:44:56Z,,2025-01-05 - 2025-01-16,14,18,APM,,"Vedanth Maheshwari, Aakash Korandla",Anitha Ramanna,,Created,https://workdrive.zoho.com/file/v6n8v647e55ab031a4f2db7cc9e66ac80f8d3,,,Done,,,,Done,Done,Done,Done,Done,NA,NA,Done,Done,"Hotel, Taxi",Not Allowed,NA,,,Money Received,,Money Received,NA,"[2025-01-03 Vedanth Maheshwari] https://docs.google.com/spreadsheets/d/1u2_0nE3BKj74rRF-ZE0l13_xFQaLvDinUKRJ4S0D5S0/edit?usp=sharing

Note on Mastersheet - Created"
8118626005,2025-01 UB Biz Singapore Indonesia,Delivered Programs,active,2024-12-27T06:36:24Z,2026-03-19T09:51:31Z,,2025-01-05 - 2025-01-16,11,15,Remote,,Vedanth Maheshwari,,,Done,https://workdrive.zoho.com/file/v6n8v255944d024a945529b2ea4c8ccb6d522,,,,,,,Done,NA,NA,Done,Done,Done,Done,Done,Done,,Not Allowed,NA,,,Money Received,,Money Received,NA,"[2024-10-10 Anitha Ramanna] Vedanth will check and let us know by October 17th

Note on Company/Org Visits - Don't know yet | [2025-01-03 Vedanth Maheshwari] https://docs.google.com/spreadsheets/d/1TL7cBz0XnS0wa92ltoqDcVYl0C40C26Krh16BJLMHKI/edit?usp=sharing



Note on Mastersheet - Created | [2025-01-07 Vedanth Maheshwari] Check with Anthony about top up money

Note on Guides - Advance Paid"
8118626015,2025-01 UW-Eau Claire India,Delivered Programs,active,2024-12-27T06:36:24Z,2026-03-19T09:52:41Z,,2025-01-05 - 2025-01-19,,,Remote,,"Vedanth Maheshwari, Aakash Korandla",,,Created,https://workdrive.zoho.com/file/v6n8v7b912e7c892e485ea1f39df366352204,,,,,,,Done,NA,NA,Done,Done,NA,NA,NA,Done,,Not Allowed,NA,"Debrief, Submit Expense Report",,Money Received,,NA,NA,"[2025-01-03 Vedanth Maheshwari] https://docs.google.com/spreadsheets/d/1nezAokyWVo4WHzl0p62TGDxa8i82FmEIS_fwEQqUByY/edit?usp=sharing

Note on Mastersheet - Created"
8118625982,2025-01 USD Japan,Delivered Programs,active,2024-12-27T06:36:23Z,2025-11-06T10:12:36Z,,2025-01-05 - 2025-01-25,70,78,Remote,,Vedanth Maheshwari,,,Created,,,,Done,,,,Done,NA,NA,Done,Done,NA,Done,Done,Done,,Not Allowed,NA,,,Money Received,,Money Received,Awaiting,"[2025-01-03 Vedanth Maheshwari] https://docs.google.com/spreadsheets/d/1JW_nptxj0EDokFMTeb-XEimBbPFewv-Xb_MBYY85ND4/edit?usp=sharing

Note on Mastersheet - Created | [2025-01-07 Vedanth Maheshwari] Invoice 2 here represents invoice 2 and 3



Note on Invoice 2 - Money Received | [2025-01-07 Vedanth Maheshwari] Post program invoice is pending



Note on Invoice 3 - Yet to send"
8118625986,2025-01 SDSU Healthcare Vietnam,Delivered Programs,active,2024-12-27T06:36:23Z,2025-11-06T10:12:36Z,,2025-01-06 - 2025-01-17,29,31,APM,,Siddhanth Waghmare,Siddhanth Waghmare,2025-02-21,Done,,,,Done,3,0,,Done,NA,Done,Done,Done,Done,Done,Done,Done,"Flights, Hotel, Visa, Done",Not Allowed,NA,"NPS Survey Sent, Post Program Invoice, Send Thank You Emails, Submit Expense Report, Upload Media",,Money Received,,Money Received,Money Received,"[2025-01-03 Siddhanth Waghmare] Mastersheet link:

https://docs.google.com/spreadsheets/d/1jZu75s-GXiETEQOTYKOLA2tPLf-qqSaEyWbvSq3hP1M/edit"
8118625938,2025-01 USD Hong Kong Tokyo,Delivered Programs,active,2024-12-27T06:36:21Z,2025-11-06T10:12:33Z,,2025-01-13 - 2025-01-24,20,33,Remote,,Vedanth Maheshwari,,,Created,,,,,,,,Done,NA,Done,Done,Done,NA,NA,Done,Done,,Not Allowed,NA,NPS Survey Sent,,Money Received,,Money Received,NA,"[2025-01-03 Vedanth Maheshwari] https://docs.google.com/spreadsheets/d/1ShDgDqms9Oga8DkKdbfe1LMtGFhlKgZ55Xg1zLZ5BMM/edit?usp=sharing

Note on Mastersheet - Created"
8118625942,2025-01 USYD India Mumbai,Delivered Programs,active,2024-12-27T06:36:22Z,2025-11-06T10:12:34Z,,2025-01-18 - 2025-02-01,12,14,Remote,,Vedanth Maheshwari,,,Created,,,,,,,,Done,NA,Done,Done,Done,NA,NA,NA,Done,,Not Allowed,NA,,,Money Received,,Money Received,NA,"[2025-01-03 Vedanth Maheshwari] https://docs.google.com/spreadsheets/d/1g5A5l7OqYIO7dyAtJsrJvYn5lQREvIdGKkDEMCs6f6k/edit?usp=sharing

Note on Mastersheet - Created"
8118626017,2025-02 USD SOLES Malta Italy,Delivered Programs,active,2024-12-27T06:36:24Z,2025-11-06T10:12:38Z,,2025-02-01 - 2025-02-08,25,28,Remote,,Vedanth Maheshwari,,,Created,,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Money Received,,NA,NA,"[2025-01-17 Vedanth Maheshwari] https://docs.google.com/spreadsheets/d/1oNeB4083XmmV2SHXGXKW9U36I-SRnrms-zFESyL0oiw/edit?gid=0#gid=0

Note on Mastersheet - Created"
8118625932,2025-02 USYD Food Justice India,Delivered Programs,active,2024-12-27T06:36:21Z,2026-03-19T10:18:06Z,,2025-02-09 - 2025-02-20,18,22,APM,,"Aakash Korandla, Bhavana Saroj",Sanhita Gadre,,Created,https://drive.google.com/drive/folders/1K7xZzh0WBQ_gHmDnCDJ57Dkhad3JKApX?usp=drive_link,,,PM Working on it,,,,Rooming List Sent,NA,Done,Done,Done,Done,NA,Done,Done,"Flights, Hotel, Done",Not Allowed,NA,,,Money Received,,Money Received,NA,"[2024-05-10 Anitha Ramanna] Meeting with Faculty on 10th May 2024:

1. Faculty would be finalizing the number of students by end August

2. Planning to have 20 students (approx.)

3. Would like information on visa process to share with students

4. Would like to explore mini-projects/case studies/interviews

5. Would like to have activities where students actually engage in field (planting seeds, etc.)"
8118625993,2025-03 Kelley Indonesia,Delivered Programs,active,2024-12-27T06:36:23Z,2026-03-19T10:21:09Z,,2025-03-09 - 2025-03-16,25,28,APM,,Siddhanth Waghmare,,2025-02-21,Done,https://sheet.zoho.com/sheet/open/lblidc817fb63e3944f8f964aebb9ea8babdb?sheetid=0&range=B4,,,,0,0,,Done,NA,NA,Done,Done,NA,NA,Done,Done,"Flights, Hotel, Visa",Not Allowed,NA,,,Money Received,,Money Received,NA,"[2025-01-20 Bhavana Saroj] https://sheet.zoho.com/sheet/open/lblidc817fb63e3944f8f964aebb9ea8babdb

Note on Mastersheet - Created"
8118625966,2025-03 USC LInC Dubai,Delivered Programs,active,2024-12-27T06:36:23Z,2026-03-19T10:24:08Z,,2025-03-15 - 2025-03-23,33,39,APM,,Siddhanth Waghmare,Siddhanth Waghmare,2025-02-21,Done,https://sheet.zoho.com/sheet/open/mmxi25749f4d458f048b58001d952ee4ad2cb?sheetid=0&range=B12,,,Done,9,0,,Done,NA,NA,Done,Done,NA,NA,Done,Done,"Done, Flights, Hotel, Visa",Not Allowed,Stuck,,,Money Received,,Money Received,Money Received,"[2025-01-21 Bhavana Saroj] https://sheet.zoho.com/sheet/open/mmxi25749f4d458f048b58001d952ee4ad2cb

Note on Mastersheet - Created | [2025-02-21 Siddhanth Waghmare] Waiting to Finalize Burj Khalifa tickets

Note on Immersions - Stuck"
8118626001,2025-03 Indiana University Seoul,Delivered Programs,active,2024-12-27T06:36:24Z,2026-03-19T10:26:25Z,,2025-03-15 - 2025-03-22,28,31,Remote,,Siddhanth Waghmare,Sanhita Gadre,2025-02-21,Done,https://sheet.zoho.com/sheet/open/csv2z5536e24033d44a74bd8d0c8db9d465e0,,,,0,0,,Done,NA,Blocked,Done,Done,NA,NA,Done,Done,NA,Not Allowed,NA,,,Money Received,,Money Received,Money Received,"[2025-01-21 Bhavana Saroj] https://sheet.zoho.com/sheet/open/csv2z5536e24033d44a74bd8d0c8db9d465e0

Note on Mastersheet - Created"
8118626167,2024-06 USD Bali,Delivered Programs,active,2024-12-27T06:36:32Z,2025-11-06T10:12:33Z,,,,,Remote,,Vedanth Maheshwari,,,Yet to be done,,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2024-05-03 Mugdha] Once we receive rooming list, send it to the DMC. @Vedanth Maheshwari"
8118625956,2025-03 UNC GIE Singapore Thailand,Delivered Programs,active,2024-12-27T06:36:22Z,2025-11-06T10:12:32Z,,2025-03-03 - 2025-03-15,21,21,APM,,Vedanth Maheshwari,,2025-02-25,Yet to be done,,,,Done,1,0,,Done,NA,Stuck,Blocked,Done,Done,NA,Booked,Blocked,,Not Allowed,NA,,,Money Received,,Awaiting,Yet to send,"[2024-09-27 Ravi Raj] @Vedanth Maheshwari 
Latest version here: 

https://docs.google.com/spreadsheets/d/1JB7KVv7xaQGEeEWigqEWBPMrWRQuZnZJ/edit?gid=1373177990#gid=137...

Reducing a night in Bangkok and adding Grand Palace to the itinerary. Moving something things around as you'll see from the itinerary."
8118626009,2025-03 USD SOLES Amsterdam Paris,Delivered Programs,active,2024-12-27T06:36:24Z,2026-03-19T10:28:01Z,,2025-03-08 - 2025-03-16,15,17,APM,,Ravi Raj,,,Created,https://sheet.zoho.com/sheet/open/lblidde45fcc2c0324b3c9639ba589d099b92?sheetid=0&range=H5,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2024-10-10 Anitha Ramanna] @Ravi Raj please let us know what company visits are required for this program 

Note on Company/Org Visits - Required | [2025-01-20 Bhavana Saroj] https://sheet.zoho.com/sheet/open/lblidde45fcc2c0324b3c9639ba589d099b92

Note on Mastersheet - Created"
8263441846,2025-03 PSU India,Delivered Programs,active,2025-01-17T06:59:57Z,2026-03-19T10:32:38Z,,2025-03-08 - 2025-03-16,12,15,APM,,Aakash Korandla,,2025-02-27,Created,https://workdrive.zoho.com/file/18f3523199be356c24bdc89ceca327e0fc710,,,,0,0,,Done,NA,NA,Done,Done,Done,NA,WIP,Done,Flights,Not Allowed,NA,,,Yet to send,,NA,NA,[2025-01-17 Bhavana Saroj] https://workdrive.zoho.com/file/18f3523199be356c24bdc89ceca327e0fc710
8264492306,2025-03 USD SOLES USA,Delivered Programs,active,2025-01-17T11:27:06Z,2026-03-19T10:35:42Z,,2025-03-08 - 2025-03-15,14,16,APM,,Vedanth Maheshwari,,2025-02-21,Created,https://sheet.zoho.com/sheet/open/shvnxd559c7cfcc3145529bf7cc163e6b0d9b?sheetid=0&range=A1,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Money Received,,Money Received,NA,"[2025-01-20 Bhavana Saroj] https://sheet.zoho.com/sheet/open/shvnxd559c7cfcc3145529bf7cc163e6b0d9b

Note on Mastersheet - Created"
8118625999,2025-03 Wesleyan Hong Kong,Delivered Programs,active,2024-12-27T06:36:24Z,2026-03-19T10:36:33Z,,2025-03-11 - 2025-03-21,13,,APM,,Sanhita Gadre,Sanhita Gadre,,Created,https://sheet.zoho.com/sheet/open/mmxi2afd919e9cc1a4ac0a96c7975f34bc815?sheetid=0&range=B12,,,Done,3,0,,Quotes Received,NA,Stuck,Blocked,Blocked,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2025-01-21 Bhavana Saroj] https://sheet.zoho.com/sheet/open/mmxi2afd919e9cc1a4ac0a96c7975f34bc815

Note on Mastersheet - Created"
8118625946,2025-03 Tuck GIX Vietnam,Delivered Programs,active,2024-12-27T06:36:22Z,2026-03-19T10:37:13Z,,2025-03-12 - 2025-03-21,22,24,APM,,Vedanth Maheshwari,,2025-02-21,Created,https://sheet.zoho.com/sheet/open/mmxi2fe1cba9f09444792969feaa1951a7ff6?sheetid=0&range=A1,,,,2,0,,Contract Signed,NA,Done,Blocked,Blocked,Stuck,NA,Booked,Blocked,,Not Allowed,NA,,,Money Received,,Money Received,Yet to send,"[2025-01-21 Bhavana Saroj] https://sheet.zoho.com/sheet/open/mmxi2fe1cba9f09444792969feaa1951a7ff6



Note on Mastersheet - Created"
8118626003,2025-03 USC India,Delivered Programs,active,2024-12-27T06:36:24Z,2026-03-19T10:37:42Z,,2025-03-15 - 2025-03-23,14,17,APM,,Aakash Korandla,,,Created,https://sheet.zoho.com/sheet/open/csv2zcefcdd5d6a1a401595edb1b70e8db079,,,PM Working on it,3,1,,Done,NA,NA,Done,Done,Quote Received,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2024-10-10 Anitha Ramanna] We will know by November 15 if this program is filled. @Vedanth Maheshwari please set up meeting with Faculty to discuss on company visits once we know if program is confirmed 

Note on Company/Org Visits - Don't know yet | [2025-01-21 Bhavana Saroj] https://sheet.zoho.com/sheet/open/csv2zcefcdd5d6a1a401595edb1b70e8db079

Note on Mastersheet - Created | [2025-02-05 Aakash Korandla] USC updated participants


Female 5

Male 9

Faculty 3

Total 17"
8715074941,2025-03 IMPACT India,Delivered Programs,active,2025-03-17T17:41:44Z,2025-11-06T10:12:34Z,,2025-03-28 - 2025-04-02,10,,APM,,Sanhita Gadre,,,Yet to be done,,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2025-04-04 Bhavana Saroj] https://docs.google.com/spreadsheets/d/19sNCwSHtvwBaKhBaRZBwlOHjnN_x5Pq9/edit?usp=sharing&ouid=1...



Mastersheet"
8783487098,2025-04 Duke GEMBA,Delivered Programs,active,2025-03-26T05:30:15Z,2026-03-19T10:40:45Z,,2025-04-10 - 2025-04-18,65,,APM,,Vedanth Maheshwari,,2025-03-26,Yet to be done,https://workdrive.zoho.com/file/q1w53b877169f51ad4026b1e7a88d3a8c404b,,,,,,,NA,NA,NA,WIP,Quote Received,NA,NA,Booked,,,Not Allowed,NA,,,Yet to send,,NA,NA,
8783536857,2025-03 Dan Wisconsin School of Business India FIT,Delivered Programs,active,2025-03-26T05:47:38Z,2025-11-06T10:12:36Z,,,,,,,,,,Yet to be done,,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
8783469651,2025-05 OSU Spain,Delivered Programs,active,2025-03-26T05:28:12Z,2026-03-06T07:47:46Z,,2025-05-01 - 2025-05-23,,,Remote,,Siddhanth Waghmare,Siddhanth Waghmare,,Created,https://sheet.zoho.com/sheet/open/i4z01b222d1932f754da0b3fa9f9b6ba227c9?sheetid=0&range=B11,,,,,,,Advance Paid,NA,Blocked,Itinerary Shared,Itinerary Shared,NA,NA,Booked,Blocked,,Not Allowed,NA,,,Money Received,,Money Received,NA,
8783469640,2025-05 GWSB CAP Sweden,Delivered Programs,active,2025-03-26T05:28:11Z,2025-11-06T10:12:35Z,,2025-05-03 - 2025-05-16,19,21,APM,,Vedanth Maheshwari,,,Created,,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,"Debrief, NPS Survey Sent, Post Program Invoice, Submit Expense Report",,Money Received,,NA,NA,"[2025-04-28 Vedanth Maheshwari] Mastersheet:

https://docs.google.com/spreadsheets/d/1lA1rndY7s6SSG3pM8rxd-EwryXNcK_SbqclqPc_9xSQ/edit?usp=sharing"
8783469643,2025-05 GWSB CAP UAE,Delivered Programs,active,2025-03-26T05:28:11Z,2026-03-05T09:25:42Z,,2025-05-03 - 2025-05-16,,,APM,,Siddhanth Waghmare,Siddhanth Waghmare,,Created,https://sheet.zoho.com/sheet/open/m2snq99ac8052c7424cc4aa034c315d8cb262?sheetid=0&range=A1,,,PM Working on it,1,,,Advance Paid,NA,Blocked,Blocked,Itinerary Shared,NA,NA,Booked,Blocked,"Flights, Visa, Done, Hotel",WIP,NA,"Debrief, NPS Survey Sent, Post Program Invoice, Submit Expense Report, Upload Media",,Money Received,,NA,NA,
8783469636,2025-05 OSU Japan (JADE),Delivered Programs,active,2025-03-26T05:28:11Z,2026-03-05T09:29:32Z,,2025-05-07 - 2025-05-21,,,Remote,,Vedanth Maheshwari,,,Yet to be done,https://sheet.zoho.com/sheet/open/0bbize75a012dde454523903639c0e7fedab5?sheetid=0&range=A1,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Money Received,,NA,NA,
8783469637,2025-05 IGL Vietnam Thailand,Delivered Programs,active,2025-03-26T05:28:11Z,2026-03-06T06:18:46Z,,2025-05-11 - 2025-07-05,55,55,Remote,,Bhavana Saroj,,,Created,,,,,,,,Done,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2025-05-07 Bhavana Saroj] https://workdrive.zoho.com/file/hf0cr7d33559241a74a42a89bde2677f0bf94

Note on Mastersheet - Created"
9224959630,2025-05 NYU Abu Dhabi to India,Delivered Programs,active,2025-05-24T02:29:59Z,2025-11-06T10:12:37Z,,2025-05-22 - 2025-05-28,,,,,,,,Yet to be done,,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
8783469638,2025-05 GWSB STAP Singapore,Delivered Programs,active,2025-03-26T05:28:11Z,2026-03-06T06:39:38Z,,2025-06-01 - 2025-06-08,17,20,APM,,"Siddhanth Waghmare, Aakash Korandla",Sanhita Gadre,,Created,https://sheet.zoho.com/sheet/open/qk36m6f9817565155445a95eeb573e555b8dd?sheetid=0&range=E18,,,Design Team will work on it,,,,Advance Paid,NA,Done,Blocked,Itinerary Shared,NA,NA,Booked,Blocked,Done,Not Allowed,NA,Post Program Invoice,,Yet to send,,NA,NA,
8783469635,2025-06 UCSD Global Seminars Japan,Delivered Programs,active,2025-03-26T05:28:11Z,2025-11-06T10:12:34Z,,2025-06-28 - 2025-08-03,,,Remote,,Vedanth Maheshwari,,,Created,,,,PM Working on it,,,,Advance Paid,NA,Advance Paid,Blocked,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2025-05-27 Vedanth Maheshwari] Mastersheet: https://docs.google.com/spreadsheets/d/1uk97SWLKYWEN_O9bZT-fj_B1rNPNrx7hIycHZ4B_QNY/edit?usp=sharing | [2025-05-27 Vedanth Maheshwari] https://docs.google.com/spreadsheets/d/1uk97SWLKYWEN_O9bZT-fj_B1rNPNrx7hIycHZ4B_QNY/edit?usp=sharing

Note on Mastersheet - Created"
8974848991,2025-07 USD SOLES Amsterdam Copenhagen,Delivered Programs,active,2025-04-22T05:49:42Z,2026-03-06T06:53:57Z,,2025-07-19 - 2025-07-27,,,Remote,,Siddhanth Waghmare,Siddhanth Waghmare,,Created,https://sheet.zoho.com/sheet/open/0gkypa5972048389f463b8ad5b923516ccf61?sheetid=0&range=A1,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
9358944467,2025-07 UTS Social Innovation Lab India,Delivered Programs,active,2025-06-12T05:22:24Z,2026-03-06T07:01:07Z,,2025-07-02 - 2025-07-19,,,APM,,Shreeta S,,,Created,https://docs.google.com/spreadsheets/d/1PEGHyF8168Ni3TF6VdJGuSr4fUB_A5jXtTb_KKdWRyY/edit?gid=0#gid=0,,,,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Received,,Received,NA,
